symbol,source_feed,bucket,required_asset,last_date,polygon_ticker,security_type,note
SCII,polygon,polygon_only_coverage_gap,False,,SCII,CS,SC II Acquisition Corp. Class A ordinary share
SCPQ,polygon,polygon_only_coverage_gap,False,,SCPQ,CS,Social Commerce Partners Corporation Class A Ordinary Shares
SDHI,polygon,polygon_only_coverage_gap,False,,SDHI,CS,Siddhi Acquisition Corp Class A Common stock
SIM,polygon,polygon_only_coverage_gap,False,,SIM,ADRC,"Groupo Simec, S.A.B de C.V."
SOCA,polygon,polygon_only_coverage_gap,False,,SOCA,CS,Solarius Capital Acquisition Corp. Class A Ordinary Share
SORN,polygon,polygon_only_coverage_gap,False,,SORN,CS,Soren Acquisition Corp. Class A Ordinary Shares
SPKL,polygon,polygon_only_coverage_gap,False,,SPKL,CS,Spark I Acquisition Corp. Class A Ordinary Share
SVAQ,polygon,polygon_only_coverage_gap,False,,SVAQ,CS,Silicon Valley Acquisition Corp. Class A Ordinary Shares
SVCC,polygon,polygon_only_coverage_gap,False,,SVCC,CS,Stellar V Capital Corp. Class A Ordinary Shares
TACH,polygon,polygon_only_coverage_gap,False,,TACH,CS,Titan Acquisition Corp. Class A Ordinary Shares
TAVI,polygon,polygon_only_coverage_gap,False,,TAVI,CS,Tavia Acquisition Corp. Ordinary Shares
TDAC,polygon,polygon_only_coverage_gap,False,,TDAC,CS,Translational Development Acquisition Corp. Ordinary Shares
TMTS,polygon,polygon_only_coverage_gap,False,,TMTS,CS,Spartacus Acquisition Corp. II Class A Ordinary Shares
TVAI,polygon,polygon_only_coverage_gap,False,,TVAI,CS,Thayer Ventures Acquisition Corporation II Class A Ordinary Shares
TWLV,polygon,polygon_only_coverage_gap,False,,TWLV,CS,Twelve Seas Investment Company III Class A Ordinary Shares
UYSC,polygon,polygon_only_coverage_gap,False,,UYSC,CS,UY Scuti Acquisition Corp. Ordinary Shares
VNME,polygon,polygon_only_coverage_gap,False,,VNME,CS,Vendome Acquisition Corporation I Class A Ordinary Shares
WPAC,polygon,polygon_only_coverage_gap,False,,WPAC,CS,White Pearl Acquisition Corp.
WSTN,polygon,polygon_only_coverage_gap,False,,WSTN,CS,Westin Acquisition Corp Class A Ordinary Share
WTG,polygon,polygon_only_coverage_gap,False,,WTG,CS,Wintergreen Acquisition Corp. Ordinary Shares
XSLL,polygon,polygon_only_coverage_gap,False,,XSLL,CS,Xsolla SPAC 1 Class A Ordinary Shares
YCY,polygon,polygon_only_coverage_gap,False,,YCY,CS,AA Mission Acquisition Corp. II
ZKP,polygon,polygon_only_coverage_gap,False,,ZKP,CS,Lafayette Digital Acquisition Corp. I Class A Ordinary Shares
